Empresa,Saida,NF,Descricao_produto,Linha,Origem_NF,Data_Emissao,Data_Cancelamento,Data_expedicao,Qtd_Parcela,Qtd_Prazo_Medio,Valor_Total_Nota,Qtd_Itens,Qtd_Volumes,Data_Saida,Qtd_Produto,Preco_Unitario,Valor_Total_Item,Custo_Item,Preco_Un_Pdv,Valor_Custo_Compra,Preco_Tabela,Cliente,Vendedor,Mes,Ano,Dia,Dia da Semana,Total_Custo_Compra,Total_Lucro_Venda_Item,situacao
GO MED HOSPITALAR,V,5763,"PIPERACILINA+TAZOBACTAM 4,5G FA (GEN) CX C/25",MEDICAMENTOS,AL,04/09/2025,,,1,30,5271.25,11,4,,75,20.9,1567.5,15.5,20.9,15.5,23.11,CEARENSE COMERCIO DE PROD HOSPITALARES EIRELI,CESAR GAMA,9,2025,4,Quinta-feira,1162.5,405.0,Faturada
GO MED HOSPITALAR,V,5763,BENZILPENICILINA 600.000UI INJ FA (BEPEBEN) CX C/50,MEDICAMENTOS,AL,04/09/2025,,,1,30,5271.25,11,4,,50,8.6,430.0,6.89,8.6,6.89,9.84,CEARENSE COMERCIO DE PROD HOSPITALARES EIRELI,CESAR GAMA,9,2025,4,Quinta-feira,344.5,85.5,Faturada
GO MED HOSPITALAR,V,5763,CLOREXIDINA 2% DEGER (CHLORCLEAR 1LT FR,SANEANTES,AL,04/09/2025,,,1,30,5271.25,11,4,,5,15.65,78.25,10.56,15.65,10.56,17.89,CEARENSE COMERCIO DE PROD HOSPITALARES EIRELI,CESAR GAMA,9,2025,4,Quinta-feira,52.82,25.43,Faturada
GO MED HOSPITALAR,V,5763,DOPAMINA 5MG/ML 10ML AMP (GEN) CX C/100,MEDICAMENTOS,AL,04/09/2025,,,1,30,5271.25,11,4,,100,3.9,390.0,3.0,3.9,3.0,4.47,CEARENSE COMERCIO DE PROD HOSPITALARES EIRELI,CESAR GAMA,9,2025,4,Quinta-feira,300.0,90.0,Faturada
GO MED HOSPITALAR,V,5763,SOL. GLICERINA 12% 500ML FR,NUTRIÇÃO CLINICA,AL,04/09/2025,,,1,30,5271.25,11,4,,20,8.25,165.0,6.79,8.25,6.79,9.43,CEARENSE COMERCIO DE PROD HOSPITALARES EIRELI,CESAR GAMA,9,2025,4,Quinta-feira,135.71,29.29,Faturada
GO MED HOSPITALAR,V,5763,CIPROFLOXACINO 2MG/ML 100ML BOL (FRESOFLOX) CX C/80,MEDICAMENTOS,AL,04/09/2025,,,1,30,5271.25,11,4,,20,8.85,177.0,7.33,8.85,7.33,10.13,CEARENSE COMERCIO DE PROD HOSPITALARES EIRELI,CESAR GAMA,9,2025,4,Quinta-feira,146.59,30.41,Faturada
GO MED HOSPITALAR,V,5763,"DOBUTAMINA 12,5MG/ML 20ML AMP (GEN) CX C/10",MEDICAMENTOS,AL,04/09/2025,,,1,30,5271.25,11,4,,10,7.6,76.0,4.87,7.6,4.87,7.23,CEARENSE COMERCIO DE PROD HOSPITALARES EIRELI,CESAR GAMA,9,2025,4,Quinta-feira,48.74,27.26,Faturada
GO MED HOSPITALAR,V,5763,CEFALOTINA 1G FA (GEN) CX C/50,MEDICAMENTOS,AL,04/09/2025,,,1,30,5271.25,11,4,,50,5.95,297.5,4.9,5.95,4.9,7.0,CEARENSE COMERCIO DE PROD HOSPITALARES EIRELI,CESAR GAMA,9,2025,4,Quinta-feira,245.0,52.5,Faturada
GO MED HOSPITALAR,V,5764,LAMINA DE BISTURI N.11 C/100 CX,MATERIAL HOSPITALAR,A,04/09/2025,,04/09/2025,1,32,326.7,4,4,04/09/2025,3,28.0,84.0,22.49,28.0,22.49,34.01,HOSPITAL SAO CAMILO,JOECIA,9,2025,4,Quinta-feira,67.46,16.54,Faturada
GO MED HOSPITALAR,V,5764,LAMINA DE BISTURI N.15 UN,MATERIAL HOSPITALAR,A,04/09/2025,,04/09/2025,1,32,326.7,4,4,04/09/2025,300,0.27,81.0,0.22,0.27,0.22,0.31,HOSPITAL SAO CAMILO,JOECIA,9,2025,4,Quinta-feira,66.12,14.88,Faturada
GO MED HOSPITALAR,V,5764,ESCOVA C/ CLOREXIDINA 2% UN,SANEANTES,A,04/09/2025,,04/09/2025,1,32,326.7,4,4,04/09/2025,48,1.53,73.44,1.23,1.53,1.23,1.76,HOSPITAL SAO CAMILO,JOECIA,9,2025,4,Quinta-feira,59.04,14.4,Faturada
GO MED HOSPITALAR,V,5764,GEL P/ULTRASSOM 5KG GL,MATERIAL HOSPITALAR,A,04/09/2025,,04/09/2025,1,32,326.7,4,4,04/09/2025,3,29.42,88.26,23.54,29.42,23.54,35.09,HOSPITAL SAO CAMILO,JOECIA,9,2025,4,Quinta-feira,70.62,17.64,Faturada
GO MED HOSPITALAR,V,5765,"LUVA CIR. ESTERIL 7,5 UN",MATERIAL HOSPITALAR,A,04/09/2025,,04/09/2025,1,32,890.0,2,2,04/09/2025,400,1.78,712.0,1.43,1.78,1.43,2.13,HOSPITAL SAO CAMILO,JOECIA,9,2025,4,Quinta-feira,572.0,140.0,Faturada
GO MED HOSPITALAR,V,5765,"LUVA CIR. ESTERIL 7,5 UN",MATERIAL HOSPITALAR,A,04/09/2025,,04/09/2025,1,32,890.0,2,2,04/09/2025,100,1.78,178.0,1.7,1.78,1.7,2.53,HOSPITAL SAO CAMILO,JOECIA,9,2025,4,Quinta-feira,169.58,8.42,Faturada
GO MED HOSPITALAR,V,5766,DRENO DE PENROSE 2 [EST](S/GAZE) UN,MATERIAL HOSPITALAR,AL,04/09/2025,,,1,30,1007.5,3,2,,5,2.3,11.5,1.67,2.3,1.67,2.35,MEDICI HOSPITALAR,DENIS SOUSA,9,2025,4,Quinta-feira,8.35,3.15,Faturada
GO MED HOSPITALAR,V,5766,"MANTA P/ESTERIL (WRAPS) LEVE SSMMS 1,20X1,20 PT/50 PC",MATERIAL HOSPITALAR,AL,04/09/2025,,,1,30,1007.5,3,2,,2,123.0,246.0,97.34,123.0,97.34,145.12,MEDICI HOSPITALAR,DENIS SOUSA,9,2025,4,Quinta-feira,194.68,51.32,Faturada
GO MED HOSPITALAR,V,5766,CATETER INTRAVENOSO 20G. UN,MATERIAL HOSPITALAR,AL,04/09/2025,,,1,30,1007.5,3,2,,1000,0.75,750.0,0.59,0.75,0.59,0.84,MEDICI HOSPITALAR,DENIS SOUSA,9,2025,4,Quinta-feira,585.8,164.2,Faturada
GO MED HOSPITALAR,V,5767,LAMINA DE BISTURI N.23 UN,MATERIAL HOSPITALAR,AL,04/09/2025,,04/09/2025,1,30,4623.84,7,32,04/09/2025,500,0.28,138.0,0.22,0.28,0.22,0.31,HOSPITAL MATERNIDADE SANTO ANTONIO - HMSA,CESAR GAMA,9,2025,4,Quinta-feira,110.1,27.9,Faturada
GO MED HOSPITALAR,V,5767,FITA ADESIVA HOSP. 19MM X 50M UN,MATERIAL HOSPITALAR,AL,04/09/2025,,04/09/2025,1,30,4623.84,7,32,04/09/2025,198,4.28,847.44,3.35,4.28,3.35,4.99,HOSPITAL MATERNIDADE SANTO ANTONIO - HMSA,CESAR GAMA,9,2025,4,Quinta-feira,663.12,184.32,Faturada
GO MED HOSPITALAR,V,5767,ALCOOL 70% 1LT (SANEANTE) LT,SANEANTES,AL,04/09/2025,,04/09/2025,1,30,4623.84,7,32,04/09/2025,132,5.7,752.4,4.02,5.7,4.02,5.74,HOSPITAL MATERNIDADE SANTO ANTONIO - HMSA,CESAR GAMA,9,2025,4,Quinta-feira,530.35,222.05,Faturada
GO MED HOSPITALAR,V,5767,"CLOREXIDINA 0,5% (CHLORCLEAR) ALCOOLICA 1LT AZUL FR",SANEANTES,AL,04/09/2025,,04/09/2025,1,30,4623.84,7,32,04/09/2025,180,10.8,1944.0,8.3,10.8,8.3,12.37,HOSPITAL MATERNIDADE SANTO ANTONIO - HMSA,CESAR GAMA,9,2025,4,Quinta-feira,1494.0,450.0,Faturada
GO MED HOSPITALAR,V,5767,EQUIPO NUTRICAO ENTERAL PONTA ESCALONADO 150CM UN,MATERIAL HOSPITALAR,AL,04/09/2025,,04/09/2025,1,30,4623.84,7,32,04/09/2025,800,0.92,736.0,0.74,0.92,0.74,1.05,HOSPITAL MATERNIDADE SANTO ANTONIO - HMSA,CESAR GAMA,9,2025,4,Quinta-feira,588.96,147.04,Faturada
GO MED HOSPITALAR,V,5767,"AGULHA DESC. 13 X 0,45MM 26G UN",MATERIAL HOSPITALAR,AL,04/09/2025,,04/09/2025,1,30,4623.84,7,32,04/09/2025,2200,0.06,143.0,0.05,0.06,0.05,0.08,HOSPITAL MATERNIDADE SANTO ANTONIO - HMSA,CESAR GAMA,9,2025,4,Quinta-feira,116.6,26.4,Faturada
GO MED HOSPITALAR,V,5767,"AGULHA DESC. 20 X 0,55MM UN",MATERIAL HOSPITALAR,AL,04/09/2025,,04/09/2025,1,30,4623.84,7,32,04/09/2025,900,0.07,63.0,0.06,0.07,0.06,0.08,HOSPITAL MATERNIDADE SANTO ANTONIO - HMSA,CESAR GAMA,9,2025,4,Quinta-feira,51.48,11.52,Faturada
GO MED HOSPITALAR,V,5768,BENZILPENICILINA 1.200.000UI INJ FA - C/DIL (BEPEBEN) CX C/1,MEDICAMENTOS,AL,04/09/2025,,,1,30,1148.4,1,3,,110,10.44,1148.4,6.23,10.44,6.23,9.28,JP DISTRIBUIDORA DE MEDICAMENTOS,GERAL VENDAS,9,2025,4,Quinta-feira,684.94,463.46,Faturada
GO MED HOSPITALAR,V,5769,"ATROPINA 0,25MG/ML 1ML AMP (ATROFARMA) CX C/100",MEDICAMENTOS,AL,05/09/2025,,,1,30,1288.0,2,7,,100,1.0,100.0,0.91,1.0,0.91,1.19,HOSPITAL CURA D'ARS,CESAR GAMA,9,2025,5,Sexta-feira,90.55,9.45,Faturada
GO MED HOSPITALAR,V,5769,SOL. GLICERINA 12% 500ML FR,NUTRIÇÃO CLINICA,AL,05/09/2025,,,1,30,1288.0,2,7,,144,8.25,1188.0,6.79,8.25,6.79,9.43,HOSPITAL CURA D'ARS,CESAR GAMA,9,2025,5,Sexta-feira,977.1,210.9,Faturada
GO MED HOSPITALAR,V,5771,SONDA URETRAL N.10 UN,MATERIAL HOSPITALAR,AL,05/09/2025,,05/09/2025,1,30,1027.5,3,11,05/09/2025,150,0.85,127.5,0.68,0.85,0.68,0.98,HOSPMEDICA DISTRIBUIDORA DE MEDICAMENTOS LTDA,CESAR GAMA,9,2025,5,Sexta-feira,102.4,25.1,Faturada
GO MED HOSPITALAR,V,5771,SOL. GLICOSE 50% 10ML AMP,NUTRIÇÃO CLINICA,AL,05/09/2025,,05/09/2025,1,30,1027.5,3,11,05/09/2025,1975,0.45,888.75,0.39,0.45,0.39,0.51,HOSPMEDICA DISTRIBUIDORA DE MEDICAMENTOS LTDA,CESAR GAMA,9,2025,5,Sexta-feira,765.12,123.64,Faturada
GO MED HOSPITALAR,V,5771,SOL. GLICOSE 50% 10ML AMP,NUTRIÇÃO CLINICA,AL,05/09/2025,,05/09/2025,1,30,1027.5,3,11,05/09/2025,25,0.45,11.25,0.39,0.45,0.39,0.51,HOSPMEDICA DISTRIBUIDORA DE MEDICAMENTOS LTDA,CESAR GAMA,9,2025,5,Sexta-feira,9.68,1.56,Faturada
GO MED HOSPITALAR,V,5772,AGUA DESTILADA 5LT GL,SANEANTES,AL,05/09/2025,,,1,30,24748.0,2,575,,1676,10.76,18033.76,5.73,10.76,5.73,8.54,FUNDO MUNICIPAL DE SAUDE - FMS,THIAGO SOUSA,9,2025,5,Sexta-feira,9603.48,8430.28,Faturada
GO MED HOSPITALAR,V,5772,AGUA DESTILADA 5LT GL,SANEANTES,AL,05/09/2025,,,1,30,24748.0,2,575,,624,10.76,6714.24,5.73,10.76,5.73,8.54,FUNDO MUNICIPAL DE SAUDE - FMS,THIAGO SOUSA,9,2025,5,Sexta-feira,3575.52,3138.72,Faturada
GO MED HOSPITALAR,V,5773,"BICARBONATO DE SODIO 8,4% 10ML UN",MEDICAMENTOS,AL,05/09/2025,,,1,59,20889.58,18,9,,200,2.48,496.0,1.35,2.48,1.35,2.01,INSTITUTO SÃO VICENTE,FABIAN SILVA,9,2025,5,Sexta-feira,270.0,226.0,Faturada
GO MED HOSPITALAR,V,5773,LIDOCAINA 2% GEL 30G (LABCAINA) BG,MEDICAMENTOS,AL,05/09/2025,,,1,59,20889.58,18,9,,40,9.98,399.2,5.21,9.98,5.21,8.56,INSTITUTO SÃO VICENTE,FABIAN SILVA,9,2025,5,Sexta-feira,208.56,190.64,Faturada
GO MED HOSPITALAR,V,5773,CEFEPIMA 2G INJ FA (GEN) CX C/50,MEDICAMENTOS,AL,05/09/2025,,,1,59,20889.58,18,9,,100,29.85,2985.0,17.1,29.85,17.1,25.49,INSTITUTO SÃO VICENTE,FABIAN SILVA,9,2025,5,Sexta-feira,1710.0,1275.0,Faturada
GO MED HOSPITALAR,V,5773,VASOPRESSINA 20 U/ML AMP 1ML (ENCRISE) CX C/10,MEDICAMENTOS,AL,05/09/2025,,,1,59,20889.58,18,9,,40,63.0,2520.0,36.53,63.0,36.53,58.69,INSTITUTO SÃO VICENTE,FABIAN SILVA,9,2025,5,Sexta-feira,1461.08,1058.92,Faturada
GO MED HOSPITALAR,V,5773,AMICACINA 250MG/ML INJ 2ML AMP (GEN) CX C/50,MEDICAMENTOS,AL,05/09/2025,,,1,59,20889.58,18,9,,50,9.07,453.5,4.87,9.07,4.87,7.26,INSTITUTO SÃO VICENTE,FABIAN SILVA,9,2025,5,Sexta-feira,243.64,209.86,Faturada
GO MED HOSPITALAR,V,5773,ESOMEPRAZOL 20MG CPR (ESOP) CX C/28,MEDICAMENTOS,AL,05/09/2025,,,1,59,20889.58,18,9,,4,49.0,196.0,25.09,49.0,25.09,37.4,INSTITUTO SÃO VICENTE,FABIAN SILVA,9,2025,5,Sexta-feira,100.35,95.65,Faturada
GO MED HOSPITALAR,V,5773,CLOPIDOGREL 75MG CPR (GEN) CX C/28,MEDICAMENTOS,AL,05/09/2025,,,1,59,20889.58,18,9,,1,32.2,32.2,17.56,32.2,17.56,26.18,INSTITUTO SÃO VICENTE,FABIAN SILVA,9,2025,5,Sexta-feira,17.56,14.64,Faturada
GO MED HOSPITALAR,V,5773,CETAMINA 50MG/2ML (KETAMIN) AMP CX C/25,MEDICAMENTOS,AL,05/09/2025,,,1,59,20889.58,18,9,,25,39.8,995.0,20.72,39.8,20.72,32.1,INSTITUTO SÃO VICENTE,FABIAN SILVA,9,2025,5,Sexta-feira,517.88,477.12,Faturada
GO MED HOSPITALAR,V,5773,AZITROMICINA 500MG IV FA FA,MEDICAMENTOS,AL,05/09/2025,,,1,59,20889.58,18,9,,30,28.5,855.0,15.3,28.5,15.3,22.81,INSTITUTO SÃO VICENTE,FABIAN SILVA,9,2025,5,Sexta-feira,459.0,396.0,Faturada
GO MED HOSPITALAR,V,5773,NITROPRUSSETO DE SODIO 25MG/2ML AMP (NITROP) CX C/5,MEDICAMENTOS,AL,05/09/2025,,,1,59,20889.58,18,9,,20,39.8,796.0,20.3,39.8,20.3,30.26,INSTITUTO SÃO VICENTE,FABIAN SILVA,9,2025,5,Sexta-feira,406.0,390.0,Faturada
GO MED HOSPITALAR,V,5773,CEFTRIAXONA 1G FA (GEN) CX C/50,MEDICAMENTOS,AL,05/09/2025,,,1,59,20889.58,18,9,,500,7.9,3950.0,4.61,7.9,4.61,6.86,INSTITUTO SÃO VICENTE,FABIAN SILVA,9,2025,5,Sexta-feira,2305.2,1644.8,Faturada
GO MED HOSPITALAR,V,5773,METRONIDAZOL 5MG/ML FR 100ML (GEN) CX C/80,MEDICAMENTOS,AL,05/09/2025,,,1,59,20889.58,18,9,,240,8.85,2124.0,5.37,8.85,5.37,7.99,INSTITUTO SÃO VICENTE,FABIAN SILVA,9,2025,5,Sexta-feira,1288.7,835.3,Faturada
GO MED HOSPITALAR,V,5773,SOL. GLICOSE 5% 250ML FR,NUTRIÇÃO CLINICA,AL,05/09/2025,,,1,59,20889.58,18,9,,192,7.98,1532.16,5.26,7.98,5.26,8.05,INSTITUTO SÃO VICENTE,FABIAN SILVA,9,2025,5,Sexta-feira,1010.53,521.63,Faturada
GO MED HOSPITALAR,V,5773,FENTANILA 50MCG/2ML AMP (GEN) CX C/50,MEDICAMENTOS,AL,05/09/2025,,,1,59,20889.58,18,9,,50,5.8,290.0,3.39,5.8,3.39,5.66,INSTITUTO SÃO VICENTE,FABIAN SILVA,9,2025,5,Sexta-feira,169.68,120.32,Faturada
GO MED HOSPITALAR,V,5773,"BUPIVACAINA 0,5% S/V 20ML STERILE PACK FA (NEOCAINA) CX C/10",MEDICAMENTOS,AL,05/09/2025,,,1,59,20889.58,18,9,,10,48.8,488.0,26.04,48.8,26.04,38.82,INSTITUTO SÃO VICENTE,FABIAN SILVA,9,2025,5,Sexta-feira,260.4,227.6,Faturada
GO MED HOSPITALAR,V,5773,BUPIVACAINA+GLICOSE 5+80MG/ML 4ML AMP (NEOCAINA PESADA) CX C/40,MEDICAMENTOS,AL,05/09/2025,,,1,59,20889.58,18,9,,40,16.98,679.2,9.14,16.98,9.14,13.46,INSTITUTO SÃO VICENTE,FABIAN SILVA,9,2025,5,Sexta-feira,365.4,313.8,Faturada
GO MED HOSPITALAR,V,5773,FENITOINA 50MG/ML 5ML AMP (GEN) CX C/72,MEDICAMENTOS,AL,05/09/2025,,,1,59,20889.58,18,9,,72,4.56,328.32,2.45,4.56,2.45,3.65,INSTITUTO SÃO VICENTE,FABIAN SILVA,9,2025,5,Sexta-feira,176.4,151.92,Faturada
GO MED HOSPITALAR,V,5773,POLIMIXINA B 500.000UI FA (GEN) CX C/5,MEDICAMENTOS,AL,05/09/2025,,,1,59,20889.58,18,9,,50,35.4,1770.0,19.0,35.4,19.0,28.33,INSTITUTO SÃO VICENTE,FABIAN SILVA,9,2025,5,Sexta-feira,950.0,820.0,Faturada
GO MED HOSPITALAR,V,5774,SONDA FOLEY 2 VIAS N.16 30CC UN,MATERIAL HOSPITALAR,AL,05/09/2025,,,1,56,6094.6,7,7,,50,3.9,195.0,2.17,3.9,2.17,3.3,INSTITUTO DE DESENV. ENSINO E ASSIST. A SAUDE -IDEAS,DENIS SOUSA,9,2025,5,Sexta-feira,108.54,86.46,Faturada
GO MED HOSPITALAR,V,5774,CATETER INTRAVENOSO C/DISP SEG 22G. UN,MATERIAL HOSPITALAR,AL,05/09/2025,,,1,56,6094.6,7,7,,1300,2.15,2795.0,1.69,2.15,1.69,2.52,INSTITUTO DE DESENV. ENSINO E ASSIST. A SAUDE -IDEAS,DENIS SOUSA,9,2025,5,Sexta-feira,2192.06,602.94,Faturada
GO MED HOSPITALAR,V,5774,CATETER INTRAVENOSO C/DISP SEG 22G. UN,MATERIAL HOSPITALAR,AL,05/09/2025,,,1,56,6094.6,7,7,,200,2.15,430.0,1.69,2.15,1.69,2.52,INSTITUTO DE DESENV. ENSINO E ASSIST. A SAUDE -IDEAS,DENIS SOUSA,9,2025,5,Sexta-feira,337.24,92.76,Faturada
GO MED HOSPITALAR,V,5774,SONDA FOLEY 2 VIAS N.18 30CC UN,MATERIAL HOSPITALAR,AL,05/09/2025,,,1,56,6094.6,7,7,,50,3.9,195.0,1.88,3.9,1.83,2.73,INSTITUTO DE DESENV. ENSINO E ASSIST. A SAUDE -IDEAS,DENIS SOUSA,9,2025,5,Sexta-feira,94.06,100.94,Faturada
GO MED HOSPITALAR,V,5774,LUVA NITRILICA S/PO AZUL M CX 100 CX,MATERIAL HOSPITALAR,AL,05/09/2025,,,1,56,6094.6,7,7,,40,30.0,1200.0,17.33,30.0,17.33,25.85,INSTITUTO DE DESENV. ENSINO E ASSIST. A SAUDE -IDEAS,DENIS SOUSA,9,2025,5,Sexta-feira,693.36,506.64,Faturada
GO MED HOSPITALAR,V,5774,LUVA NITRILICA S/PO AZUL P CX 100 CX,MATERIAL HOSPITALAR,AL,05/09/2025,,,1,56,6094.6,7,7,,40,30.0,1200.0,18.08,30.0,18.08,27.15,INSTITUTO DE DESENV. ENSINO E ASSIST. A SAUDE -IDEAS,DENIS SOUSA,9,2025,5,Sexta-feira,723.15,476.85,Faturada
GO MED HOSPITALAR,V,5774,APARELHO DE BARBEAR - PROBARBA UN,MATERIAL HOSPITALAR,AL,05/09/2025,,,1,56,6094.6,7,7,,40,1.99,79.6,0.82,1.99,0.82,1.19,INSTITUTO DE DESENV. ENSINO E ASSIST. A SAUDE -IDEAS,DENIS SOUSA,9,2025,5,Sexta-feira,32.66,46.94,Faturada
GO MED HOSPITALAR,V,5775,COLETOR PERFURO CORTANTE 13 LTS (ECO) UN,MATERIAL HOSPITALAR,AL,05/09/2025,,,1,1,299.4,4,3,,10,7.99,79.9,6.37,7.99,6.37,9.5,VETWORLD,DENIS SOUSA,9,2025,5,Sexta-feira,63.7,16.2,Faturada
GO MED HOSPITALAR,V,5775,"SERINGA DESC. 01ML LS C/AG INS 13X4,5 UN",MATERIAL HOSPITALAR,AL,05/09/2025,,,1,1,299.4,4,3,,500,0.24,120.0,0.17,0.24,0.17,0.26,VETWORLD,DENIS SOUSA,9,2025,5,Sexta-feira,86.45,33.55,Faturada
GO MED HOSPITALAR,V,5775,CAMPO OPERATORIO 45X50 C/50 S/RX (HELENA) RL,MATERIAL HOSPITALAR,AL,05/09/2025,,,1,1,299.4,4,3,,1,54.5,54.5,43.36,54.5,43.36,61.94,VETWORLD,DENIS SOUSA,9,2025,5,Sexta-feira,43.36,11.14,Faturada
GO MED HOSPITALAR,V,5775,SOL. MANITOL 20% 250ML SF FR,NUTRIÇÃO CLINICA,AL,05/09/2025,,,1,1,299.4,4,3,,5,9.0,45.0,6.8,9.0,6.8,10.14,VETWORLD,DENIS SOUSA,9,2025,5,Sexta-feira,34.0,11.0,Faturada
GO MED HOSPITALAR,V,5776,ONDANSETRONA 2MG/ML AMP 2ML (GEN) CX C/100,MEDICAMENTOS,AL,05/09/2025,,,1,30,506.0,4,1,,200,1.2,240.0,1.0,1.2,1.0,1.43,NUVEX COMERCIO DE PRODUTOS MEDICOS LTDA,CESAR GAMA,9,2025,5,Sexta-feira,200.0,40.0,Faturada
GO MED HOSPITALAR,V,5776,SONDA FOLEY 2 VIAS N.12 30CC UN,MATERIAL HOSPITALAR,AL,05/09/2025,,,1,30,506.0,4,1,,20,2.6,52.0,2.11,2.6,2.11,3.02,NUVEX COMERCIO DE PRODUTOS MEDICOS LTDA,CESAR GAMA,9,2025,5,Sexta-feira,42.22,9.78,Faturada
GO MED HOSPITALAR,V,5776,"AGULHA DESC. 40 X 1,20MM UN",MATERIAL HOSPITALAR,AL,05/09/2025,,,1,30,506.0,4,1,,2000,0.08,164.0,0.07,0.08,0.07,0.1,NUVEX COMERCIO DE PRODUTOS MEDICOS LTDA,CESAR GAMA,9,2025,5,Sexta-feira,137.0,27.0,Faturada
GO MED HOSPITALAR,V,5776,SONDA FOLEY 2 VIAS N.18 30CC UN,MATERIAL HOSPITALAR,AL,05/09/2025,,,1,30,506.0,4,1,,20,2.5,50.0,1.88,2.5,1.83,2.73,NUVEX COMERCIO DE PRODUTOS MEDICOS LTDA,CESAR GAMA,9,2025,5,Sexta-feira,37.62,12.38,Faturada
GO MED HOSPITALAR,V,5777,CATETER INTRAVENOSO 24G. UN,MATERIAL HOSPITALAR,AL,05/09/2025,,,1,30,3003.68,15,1,,100,0.88,88.0,0.68,0.88,0.68,1.02,CEARENSE COMERCIO DE PROD HOSPITALARES EIRELI,CESAR GAMA,9,2025,5,Sexta-feira,68.32,19.68,Faturada
GO MED HOSPITALAR,V,5777,TOUCA DESC. C/ELASTICO PC,MATERIAL HOSPITALAR,AL,05/09/2025,,,1,30,3003.68,15,1,,18,6.6,118.8,5.19,6.6,5.19,7.65,CEARENSE COMERCIO DE PROD HOSPITALARES EIRELI,CESAR GAMA,9,2025,5,Sexta-feira,93.37,25.43,Faturada
GO MED HOSPITALAR,V,5777,FITA ADESIVA HOSP. 19MM X 50M UN,MATERIAL HOSPITALAR,AL,05/09/2025,,,1,30,3003.68,15,1,,10,4.28,42.8,3.35,4.28,3.35,4.99,CEARENSE COMERCIO DE PROD HOSPITALARES EIRELI,CESAR GAMA,9,2025,5,Sexta-feira,33.49,9.31,Faturada
GO MED HOSPITALAR,V,5777,SERINGA DESC. 10ML S/AG LUER LOCK UN,MATERIAL HOSPITALAR,AL,05/09/2025,,,1,30,3003.68,15,1,,500,0.38,190.0,0.3,0.38,0.3,0.43,CEARENSE COMERCIO DE PROD HOSPITALARES EIRELI,CESAR GAMA,9,2025,5,Sexta-feira,151.75,38.25,Faturada
GO MED HOSPITALAR,V,5777,CATETER CENTRAL DUPLO LUMEN 7FR X 20CM UN,MATERIAL HOSPITALAR,AL,05/09/2025,,,1,30,3003.68,15,1,,1,50.52,50.52,36.95,50.52,36.95,55.01,CEARENSE COMERCIO DE PROD HOSPITALARES EIRELI,CESAR GAMA,9,2025,5,Sexta-feira,36.95,13.57,Faturada
GO MED HOSPITALAR,V,5777,CATETER CENTRAL DUPLO LUMEN 7FR X 20CM UN,MATERIAL HOSPITALAR,AL,05/09/2025,,,1,30,3003.68,15,1,,3,50.52,151.56,36.95,50.52,36.95,55.01,CEARENSE COMERCIO DE PROD HOSPITALARES EIRELI,CESAR GAMA,9,2025,5,Sexta-feira,110.86,40.7,Faturada
GO MED HOSPITALAR,V,5777,SCALP 19G UN,MATERIAL HOSPITALAR,AL,05/09/2025,,,1,30,3003.68,15,1,,100,0.21,21.0,0.17,0.21,0.17,0.25,CEARENSE COMERCIO DE PROD HOSPITALARES EIRELI,CESAR GAMA,9,2025,5,Sexta-feira,17.29,3.71,Faturada
GO MED HOSPITALAR,V,5777,CAMPO OPERATORIO 45X50 C/50 S/RX (HELENA) RL,MATERIAL HOSPITALAR,AL,05/09/2025,,,1,30,3003.68,15,1,,20,52.9,1058.0,43.36,52.9,43.36,61.94,CEARENSE COMERCIO DE PROD HOSPITALARES EIRELI,CESAR GAMA,9,2025,5,Sexta-feira,867.15,190.85,Faturada
GO MED HOSPITALAR,V,5777,LUVA VINIL S/PO P CX 100 CX,MATERIAL HOSPITALAR,AL,05/09/2025,,,1,30,3003.68,15,1,,10,15.3,153.0,11.49,15.3,11.49,17.44,CEARENSE COMERCIO DE PROD HOSPITALARES EIRELI,CESAR GAMA,9,2025,5,Sexta-feira,114.86,38.14,Faturada
GO MED HOSPITALAR,V,5777,"AGULHA DESC. 13 X 0,45MM 26G UN",MATERIAL HOSPITALAR,AL,05/09/2025,,,1,30,3003.68,15,1,,2000,0.08,168.0,0.05,0.08,0.05,0.08,CEARENSE COMERCIO DE PROD HOSPITALARES EIRELI,CESAR GAMA,9,2025,5,Sexta-feira,106.0,62.0,Faturada
GO MED HOSPITALAR,V,5777,ELETRODO ECG ADULTO PACOTE C/ 50 UNIDADES UN,MATERIAL HOSPITALAR,AL,05/09/2025,,,1,30,3003.68,15,1,,1000,0.33,330.0,0.26,0.33,0.26,0.38,CEARENSE COMERCIO DE PROD HOSPITALARES EIRELI,CESAR GAMA,9,2025,5,Sexta-feira,255.4,74.6,Faturada
GO MED HOSPITALAR,V,5777,ELETRODO ECG ADULTO PACOTE C/ 50 UNIDADES UN,MATERIAL HOSPITALAR,AL,05/09/2025,,,1,30,3003.68,15,1,,500,0.33,165.0,0.26,0.33,0.26,0.38,CEARENSE COMERCIO DE PROD HOSPITALARES EIRELI,CESAR GAMA,9,2025,5,Sexta-feira,127.7,37.3,Faturada
GO MED HOSPITALAR,V,5777,LUVA NITRILICA S/PO AZUL M CX 100 CX,MATERIAL HOSPITALAR,AL,05/09/2025,,,1,30,3003.68,15,1,,5,23.2,116.0,17.33,23.2,17.33,25.85,CEARENSE COMERCIO DE PROD HOSPITALARES EIRELI,CESAR GAMA,9,2025,5,Sexta-feira,86.67,29.33,Faturada
